Date,AGG,BTC,ETH,EURUSD,GBPUSD,USDJPY,SP500
2020-01-01,,7200.17431640625,130.802001953125,1.1220825910568237,1.326259970664978,108.68099975585938,
2020-01-02,97.56787872314453,6985.47021484375,127.4101791381836,1.1220825910568237,1.3250298500061035,108.71299743652344,3257.85009765625
2020-01-03,97.8536148071289,7344.88427734375,134.1717071533203,1.1171437501907349,1.3152703046798706,108.54299926757812,3234.85009765625
2020-01-04,,7410.65673828125,135.06936645507812,,,,
2020-01-05,,7411.3173828125,136.2767791748047,,,,
2020-01-06,97.77566528320312,7769.21923828125,144.3041534423828,1.1161960363388062,1.308010220527649,107.96399688720703,3246.280029296875
2020-01-07,97.67174530029297,8163.6923828125,143.5439910888672,1.1197994947433472,1.317002534866333,108.40599822998047,3237.179931640625
2020-01-08,97.5592041015625,8079.86279296875,141.2581329345703,1.1154738664627075,1.31137216091156,108.01599884033203,3253.050048828125
2020-01-09,97.66313934326172,7879.0712890625,138.9792022705078,1.1113210916519165,1.3105130195617676,109.03099822998047,3274.699951171875
2020-01-10,97.82763671875,8166.55419921875,143.96377563476562,1.1111111640930176,1.3070186376571655,109.50700378417969,3265.35009765625
2020-01-11,,8037.53759765625,142.92710876464844,,,,
2020-01-12,,8192.494140625,145.87393188476562,,,,
2020-01-13,97.76703643798828,8144.1943359375,144.22659301757812,1.1116669178009033,1.3045634031295776,109.56600189208984,3288.1298828125
2020-01-14,97.8536148071289,8827.7646484375,165.95535278320312,1.1135733127593994,1.2988194227218628,109.99199676513672,3283.14990234375
2020-01-15,98.00080108642578,8807.0107421875,166.23068237304688,1.113089919090271,1.3022528886795044,109.85399627685547,3289.2900390625
2020-01-16,98.00080108642578,8723.7861328125,164.39100646972656,1.1154004335403442,1.3041210174560547,109.88300323486328,3316.81005859375
2020-01-17,97.88824462890625,8929.0380859375,170.7799530029297,1.1139578819274902,1.3078734874725342,110.17500305175781,3329.6201171875
2020-01-18,,8942.80859375,175.3656768798828,,,,
2020-01-19,,8706.2451171875,166.9698486328125,,,,
2020-01-20,,8657.642578125,167.12051391601562,1.1094592809677124,1.3007283210754395,110.18000030517578,
2020-01-21,98.16532135009766,8745.89453125,169.69715881347656,1.109693169593811,1.3005592823028564,110.1729965209961,3320.7900390625
2020-01-22,98.21727752685547,8680.8759765625,168.29415893554688,1.108561396598816,1.3048017024993896,109.90799713134766,3321.75
2020-01-23,98.34715270996094,8406.515625,162.92855834960938,1.1096439361572266,1.3144749402999878,109.72799682617188,3325.5400390625
2020-01-24,98.52899169921875,8445.4345703125,163.05117797851562,1.1055220365524292,1.311991572380066,109.552001953125,3295.469970703125
2020-01-25,,8367.84765625,161.283935546875,,,,
2020-01-26,,8596.830078125,168.0771026611328,,,,
